,x,d1,d2,d3,d4,d5,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5,c6,p,none_s,image_s,announce_s,image_sound_s,image_announce_s
478,479,8.5564,-0.2561,6.4503,2.90023,5.2941,36.87191,23.44852,22.54561,21.8645,17.78885,18,20,21,26,21,10,5,11.3333,18.2,24.6,18.0667,24.2667
479,480,10.5305,4.1603,7.3058,3.1677,5.86246,43.05266,27.48795,24.00732,24.12167,19.187,20,18,10,20,12,10,3,11.3333,24.8,26.6667,8.2,27.6667
480,481,6.3561,2.2892,7.1568,4.38326,6.96686,38.90317,26.00752,21.86198,23.98935,15.9869,23,36,15,23,7,14,5,7.3333,26.6,25.2,26.2,25.2
481,482,7.0094,-0.0135,4.499,2.39675,4.80245,32.69328,25.53403,19.0287,20.70952,14.90059,20,29,22,15,23,14,5,11.3333,21.6667,22.4,18.6667,21.8
482,483,10.6439,0.5688,7.5776,2.94736,4.59075,35.77034,25.25415,21.69212,22.41733,16.05588,32,30,22,11,10,18,5,8.6667,18.0,22.3333,18.0,21.3333
483,484,9.5526,0.4346,7.7271,2.70318,4.61531,32.54781,23.80981,15.94322,17.31316,12.52157,18,38,28,19,22,23,5,14.8,21.1333,17.1333,20.6,20.6667
484,485,7.5602,4.6264,6.134,6.14342,8.52646,26.19465,21.5135,17.10966,19.97623,12.03936,26,35,23,20,10,15,4,21.4667,28.4667,27.4667,28.1333,28.1333
485,486,5.8406,4.4199,6.0311,5.41487,8.08601,27.55011,20.44529,18.99684,15.99264,12.99378,20,16,30,33,16,9,3,15.0667,13.7333,15.2,18.0,14.6
486,487,4.2435,-0.4907,3.7182,2.65841,4.26625,27.5659,16.82576,13.08632,14.92094,9.77526,26,31,33,20,9,6,4,17.2,24.8667,26.0,27.2667,29.0
487,488,6.8728,-0.9432,3.9507,2.01772,3.44749,40.26757,22.96589,18.07104,24.06047,15.69196,20,28,23,19,15,10,5,8.0,22.8667,24.1333,29.3333,21.6
488,489,1.861,-0.3534,3.1771,3.20724,3.95535,25.49137,17.59655,16.32411,15.91891,11.81052,18,17,36,25,24,15,4,18.0,19.4667,17.6,20.8,18.4667
489,490,9.1872,-0.6909,7.8857,4.2939,5.48334,29.04839,11.13068,11.62589,18.42429,11.29437,27,35,22,21,9,16,5,10.0,22.4667,19.6667,18.5333,17.3333
490,491,2.8944,1.3868,3.5449,3.75893,4.77495,25.37418,17.65345,16.5511,16.39399,11.799,23,26,32,22,11,11,2,18.0,18.0,18.0,18.0,18.0
491,492,7.3832,2.6205,5.5522,5.27701,6.93653,25.70523,16.99628,16.28713,16.49061,11.81484,27,33,26,20,15,18,5,18.0,19.4,18.0,18.6,20.6
492,493,6.1555,2.2449,5.934,5.9125,7.98678,23.75552,16.04081,14.89007,15.99912,10.50264,24,21,19,26,18,20,2,15.0667,25.5333,22.8667,24.8667,25.0
493,494,7.7154,4.4751,6.9082,3.49395,5.6479,41.85529,26.36018,24.13324,22.9655,16.13304,15,19,33,19,16,8,5,14.8,24.5333,19.7333,24.2,17.2
494,495,9.6972,-0.4839,4.1999,2.60098,6.02256,28.08288,20.60171,14.64389,15.10962,12.17559,29,28,25,19,8,19,4,9.3333,24.1333,24.2,19.2,25.1333
495,496,6.5657,1.1965,6.2504,2.66078,5.84405,34.14312,22.5966,22.40162,22.02117,15.64778,22,20,14,32,19,17,4,18.0,23.5333,23.0,23.3333,22.0
496,497,0.0072,3.4419,1.789,5.58157,5.67005,28.25994,20.34846,17.21745,16.57026,14.32881,19,23,30,22,16,8,5,11.6667,24.2,20.3333,23.3333,25.2667
497,498,3.9392,3.3013,2.2439,5.13656,4.68882,23.80605,15.63378,13.55172,17.06415,11.95671,17,12,21,32,29,15,4,8.3333,22.0667,18.8,23.9333,13.8667
498,499,6.5461,1.0215,6.4136,2.84038,4.65429,31.53992,20.46789,20.54538,20.64499,15.31287,18,28,33,20,18,6,4,18.2,22.4667,22.4667,19.0667,22.1333
499,500,5.4549,-0.9222,1.8129,2.44124,4.15093,22.43264,15.10423,9.76154,13.21016,8.64651,21,42,29,25,19,13,2,18.0,26.0,23.6667,26.3333,24.0
500,501,10.2005,2.3164,7.3869,2.8333,5.19996,28.30513,16.29946,14.1502,11.03122,11.21547,20,21,24,26,14,9,5,8.0,23.6,20.6,22.6667,25.4667
501,502,1.6355,1.6215,4.7286,2.50297,5.95536,33.87853,24.42691,21.08761,20.34425,13.35551,32,36,19,14,15,13,3,9.8667,19.4667,18.3333,19.0667,20.4667
502,503,8.2941,0.8482,6.8002,3.25489,4.86609,40.74918,28.51214,24.41052,25.22859,18.34416,19,21,26,26,24,19,4,14.8,12.8667,17.6667,17.6667,19.6
503,504,8.6416,0.8176,6.3231,3.92539,4.75479,25.40064,16.89495,16.52988,16.46094,11.70966,21,30,31,21,11,15,5,18.0,18.0,18.0,18.0,18.0
504,505,5.5239,1.1596,4.1529,3.91097,5.83723,39.57114,28.10833,24.89045,22.52432,15.76314,18,22,22,24,22,14,4,12.6667,20.2667,25.6,21.4667,29.3333
505,506,7.5549,4.1721,5.2543,5.99801,7.87074,24.31208,15.95686,16.67095,16.80036,11.68085,10,22,29,22,22,11,2,17.4667,18.7333,18.0,16.7333,18.8667
506,507,11.55,1.3654,6.5997,4.03112,6.24935,26.14156,16.44095,20.39315,14.51233,12.74312,20,29,29,22,21,26,5,16.7333,19.8,19.3333,18.8667,18.0
507,508,4.9636,-1.8796,4.8105,3.49859,4.62965,23.76648,20.65025,10.71843,12.78817,11.6448,31,20,21,14,20,12,3,18.0,18.0,18.0,18.0,20.5333
508,509,7.2519,-0.012,3.7638,2.21489,4.11832,38.27283,24.57932,18.35792,21.368,15.3351,19,19,20,32,21,16,3,16.0,22.5333,24.4,23.7333,23.5333
509,510,6.586,-0.0177,6.9566,3.00543,6.08481,36.20329,19.94553,19.48211,21.59327,15.45548,23,25,35,17,20,4,5,12.0,17.3333,21.6667,21.7333,20.0
510,511,6.592,3.5546,5.6159,5.91994,6.64241,26.31958,18.57411,19.13642,17.48205,12.09938,18,20,20,26,18,19,3,8.0,16.0667,17.0667,13.0667,23.5333
511,512,5.4603,0.0761,6.0153,3.14808,3.7434,22.86512,18.49371,16.44902,14.34796,10.76009,24,33,34,13,16,4,4,10.6667,25.4667,26.0,25.7333,26.3333
512,513,5.7864,2.3244,6.4912,2.43856,5.96238,29.43379,17.91818,16.43186,14.97403,11.98102,12,18,34,25,27,17,3,8.6667,22.4667,25.6667,22.9333,23.0667
513,514,4.8715,0.8402,5.3028,2.61809,4.09346,42.19242,27.6243,27.3074,26.00069,19.09897,15,18,11,26,18,18,4,13.4667,18.2,18.5333,18.2,22.0667
514,515,2.3076,3.9723,4.4007,6.94414,5.32186,35.69684,23.24978,17.49761,21.07756,13.0578,13,21,37,29,18,12,5,8.4,18.0,25.7333,19.1333,20.6667
515,516,6.2716,0.0535,4.2477,2.78708,4.28339,30.91321,19.44222,13.91322,16.69461,10.9308,23,27,32,20,14,9,5,12.8,22.4667,21.3333,22.2667,18.6
516,517,3.8405,1.1617,4.3288,3.2475,4.48099,24.88291,17.53974,14.52117,15.65917,10.6533,21,20,20,24,17,17,3,15.8,20.0,13.9333,16.2667,14.6
517,518,9.4076,-0.5257,5.3089,4.82985,6.34786,21.93747,14.94673,12.97401,14.71619,10.69984,22,27,31,22,26,18,5,14.8,20.1333,22.7333,21.3333,24.4
518,519,7.7206,0.8557,5.7006,2.22996,4.49173,37.90045,23.33473,19.49739,19.94542,13.83113,22,18,27,13,15,10,4,14.8,13.7333,16.2,17.0,14.5333
519,520,9.0075,-0.6857,7.5636,3.45959,6.99381,26.97941,21.78818,9.75549,16.94518,9.61592,24,34,26,9,11,5,5,16.4,18.4,18.2667,18.7333,19.9333
520,521,5.4888,0.5542,4.916,2.09803,5.24895,33.64815,23.79498,19.07382,19.30879,16.62282,22,20,19,21,15,13,2,12.3333,19.4667,16.6667,17.5333,16.6
521,522,3.4224,-0.0075,3.74,2.44403,3.58745,31.32184,20.01976,20.16162,18.08183,14.185,16,21,22,30,20,17,4,12.6,19.4,22.3333,19.2,21.2
522,523,4.6584,0.3376,2.8865,6.75466,4.21253,32.13375,23.47202,17.07557,17.68243,11.69382,31,31,7,20,9,8,3,16.4,19.6667,26.0,20.6667,23.0667
523,524,6.0762,1.8038,4.6534,2.88037,5.19853,38.79354,25.0582,23.75061,21.21606,17.19452,27,40,26,11,12,11,3,14.8,21.0,20.8667,21.2,21.0667
524,525,5.4441,1.1135,3.6036,2.36871,3.75419,21.84353,15.45773,10.00967,7.97623,11.69383,22,23,33,27,12,8,5,18.0,17.7333,25.4,17.2667,26.0
525,526,6.0081,-0.064,5.4394,3.7594,4.06131,33.23841,20.72215,19.26133,20.26165,14.36891,25,26,26,31,14,11,4,14.5333,23.5333,25.4667,25.2667,24.4
526,527,9.2358,-1.3928,3.2377,5.49079,6.73955,19.74858,12.37052,14.07611,15.18694,6.56655,22,30,21,22,23,16,5,8.6667,22.6,24.7333,22.8667,22.2
527,528,4.8444,2.8293,4.4307,5.66011,6.38016,27.9689,19.6004,19.62755,19.23496,13.67618,23,31,29,19,16,17,4,17.2667,16.8,17.3333,19.6,18.7333
528,529,10.086,0.271,4.2712,5.09888,7.71692,22.17721,17.77944,14.61106,11.49411,11.54114,21,26,24,25,13,10,4,18.0,16.9333,18.9333,18.3333,16.4
529,530,2.4644,0.4833,4.49,2.28774,5.12331,33.87324,22.33809,19.39313,15.6956,12.70046,26,26,18,17,12,9,4,8.0,17.8,20.8667,19.9333,20.5333
530,531,6.8335,1.6266,5.2033,5.01411,6.952,25.40064,16.89495,16.52988,16.46094,11.70966,18,27,30,26,13,15,4,18.0,18.3333,18.3333,18.0,18.3333
531,532,3.6448,3.6788,6.9253,5.44172,5.51454,26.81682,15.35301,18.65219,16.77285,12.3877,32,39,15,20,7,21,2,14.2,22.6,20.3333,24.3333,20.5333
532,533,8.0057,-1.5476,7.5518,3.98275,6.94718,32.80496,24.35446,16.55233,22.48223,14.81238,22,32,37,21,14,9,5,23.9333,27.3333,28.6667,27.0667,27.8
533,534,10.2151,3.7517,6.4462,3.8744,8.65521,38.70387,25.41616,23.66671,22.14545,17.90987,21,28,32,21,20,12,4,10.0,24.0667,23.5333,24.1333,24.9333
534,535,5.6054,-0.2337,4.1424,2.51229,4.87726,32.60718,23.51924,14.37256,15.18883,15.15453,27,26,12,19,6,12,4,11.8,20.6,24.0667,25.8,25.8
535,536,11.1572,0.5862,5.8059,2.81821,5.70694,36.18573,22.74206,15.19245,15.06755,17.30168,17,21,23,29,16,16,5,12.1333,25.7333,27.6667,12.8,27.0
536,537,9.5554,-0.3847,7.2105,2.72474,3.80378,37.03178,24.75196,17.13247,21.4519,13.7322,14,21,32,25,18,17,3,14.8,22.4667,28.6667,24.7333,26.0
537,538,3.5911,0.4187,3.3309,3.40019,5.06594,20.95225,13.93285,12.92014,16.01913,6.98935,18,22,15,21,14,10,3,10.6667,24.6,27.6,25.5333,27.6
538,539,3.141,1.8198,4.3436,2.93005,4.86365,29.11514,16.07772,19.27234,17.83022,12.9341,16,29,16,11,17,15,3,18.9333,21.8,24.8,14.2,22.8667
539,540,6.1622,1.0421,5.3312,2.54422,5.11787,29.71624,17.85019,16.87278,15.87046,14.57098,17,14,22,30,22,12,3,14.8,21.1333,21.4,19.6,21.8
540,541,7.0348,-0.3195,4.8249,2.27398,4.27217,25.40064,16.89495,16.52988,16.46094,11.70966,27,26,19,17,14,17,4,19.2,19.4,20.2667,18.7333,19.9333
541,542,7.0309,0.5629,4.7401,2.63926,5.21829,24.30801,17.25947,13.04656,11.50573,8.87481,18,36,23,14,24,19,5,18.0,19.6,18.3333,18.0,20.3333
542,543,6.3649,0.2613,5.5235,3.29045,6.44534,30.89166,16.06612,17.06049,13.88103,14.10202,20,26,29,20,22,12,3,11.8,13.9333,25.7333,15.6,20.4
543,544,6.5171,1.5253,6.6793,2.6275,5.80646,35.10963,24.30423,21.71379,15.76968,14.53557,25,33,33,16,11,14,5,12.3333,26.2667,18.6,24.4667,21.2667
544,545,8.5367,0.6321,4.7778,4.6177,5.21923,28.08953,22.35416,18.30071,17.2412,14.16548,26,27,23,24,18,22,5,18.6667,20.4,19.6667,18.3333,22.6667
545,546,5.0722,1.895,5.5022,2.20347,6.33435,31.83208,22.84479,21.51276,21.9903,14.65153,27,27,16,22,21,11,2,12.6667,16.1333,15.8,17.0667,16.3333
546,547,8.3696,1.2434,5.7071,2.43825,5.49833,29.97653,21.01991,19.94206,20.57706,13.93273,17,17,21,24,18,8,4,18.0,18.3333,18.3333,19.5333,18.3333
547,548,9.2329,-1.7181,6.6907,4.5378,5.35598,29.89272,19.62678,15.524,16.89817,10.94974,28,34,22,8,12,11,5,12.0,23.3333,24.8667,22.5333,25.2
548,549,4.8083,-0.2781,5.4605,3.34985,3.96716,31.18449,19.50514,20.01257,15.89833,13.04313,30,33,16,17,8,5,5,11.7333,21.6,23.0,22.3333,22.0
549,550,4.2951,0.9103,5.1493,2.71754,3.50428,26.12706,18.39437,16.14425,15.85306,13.04399,19,32,23,19,9,13,3,17.0,19.2667,19.1333,18.2,19.4667
550,551,7.1808,2.4003,7.1945,2.82348,5.21363,32.62443,18.78853,16.49412,16.32363,12.77689,28,24,15,18,9,10,4,12.4,19.1333,21.6667,18.6667,23.1333
551,552,7.4816,-0.3947,3.9896,1.8658,4.10949,25.40064,16.89495,16.52988,16.46094,11.70966,14,21,20,17,13,11,5,12.0,16.6667,16.4,17.7333,18.0
552,553,10.7847,0.3043,7.2864,2.62441,6.3292,41.46397,20.34803,24.98625,22.08658,13.33997,23,32,19,11,11,15,2,24.6667,26.0,21.6667,24.6667,25.3333
553,554,10.7535,-0.2452,7.3334,2.67276,4.92907,31.40367,18.35565,16.36238,12.05182,10.87472,32,41,34,12,14,10,4,13.4667,18.0,26.2667,27.1333,27.4
554,555,4.7669,0.8142,3.3217,3.31172,5.43465,24.04081,15.25924,13.06194,14.84518,9.69567,26,22,23,29,26,11,4,18.0,18.0,17.4667,19.6667,16.6667
555,556,4.4784,-0.2283,5.8535,3.10256,5.04579,32.54722,23.77975,21.86413,21.49549,14.11495,24,26,27,29,15,6,3,14.2,30.0,28.3333,29.0,29.0
556,557,6.2346,2.0005,3.8617,1.91491,4.86046,37.84108,21.2076,19.86533,17.15371,15.18574,20,21,26,25,13,12,3,18.3333,26.1333,27.6667,26.4667,27.6667
557,558,3.2988,2.0296,6.3914,6.5953,8.19848,33.25583,21.23201,20.22777,14.39149,10.41272,19,16,27,16,27,25,3,11.3333,22.6,15.3333,23.0667,23.3333
558,559,6.91,1.0887,6.2362,2.85778,6.78329,31.29809,23.75324,18.99989,18.53601,14.8399,25,32,16,22,12,15,2,14.4,20.6667,21.6,23.2,23.3333
559,560,3.0653,1.5561,4.4418,2.59842,4.75056,29.26645,16.90509,13.59403,15.99936,11.78671,23,22,13,17,6,17,3,17.4667,20.6667,19.0,22.5333,19.2667
560,561,2.8219,0.8439,4.8104,2.34389,4.59091,21.02669,15.32851,9.1014,12.87801,5.54369,24,23,23,23,17,14,3,14.8,20.7333,18.3333,21.0667,19.9333
561,562,6.1079,4.3784,6.8996,3.45351,7.32056,41.16496,24.29695,19.06555,22.3951,17.00279,24,21,10,16,14,10,4,11.8,14.7333,20.0,25.8667,25.0
562,563,4.34,6.52,6.8977,3.44921,6.08771,41.97588,28.31332,26.33233,26.76975,18.61943,15,13,25,14,23,18,2,21.2,20.0667,18.3333,18.3333,20.2
563,564,6.6637,-0.1307,7.3864,3.55319,5.62954,26.5334,13.84341,11.1132,14.89711,8.99478,14,26,33,18,17,19,5,10.0,25.3333,23.3333,22.4667,23.3333
564,565,2.3959,-0.6524,3.6436,4.36476,3.32208,23.93173,17.60176,10.98794,15.54891,11.26125,26,29,28,28,7,8,4,8.1333,9.9333,16.8,15.2,26.2
565,566,7.481,2.3293,5.5461,3.88644,4.52133,36.24983,25.2186,18.73768,18.70715,16.04685,19,26,23,22,22,12,4,7.0,23.6,22.0,22.9333,13.1333
566,567,7.488,3.1126,5.2845,5.2161,6.87035,25.40064,16.89495,16.52988,16.46094,11.70966,17,25,17,27,9,7,2,18.0,18.6667,18.0,18.6667,18.6667
567,568,9.0966,1.6179,7.5309,3.4666,6.64522,27.43286,15.96418,13.86337,12.77075,11.75251,27,26,20,20,25,12,4,12.6667,22.0,16.6,19.4667,16.8
568,569,7.0937,0.8223,4.5887,2.41351,5.61725,34.54554,24.60702,20.73667,21.44342,14.25,26,14,25,27,17,13,5,18.0,21.1333,24.6667,24.6667,20.2667
569,570,3.5171,-0.6304,3.18,2.8703,4.82494,25.46218,16.58641,16.26482,16.42608,12.33365,15,14,20,24,21,9,5,14.8,21.6667,23.3333,21.8,23.6667
570,571,8.2048,-0.6388,4.9207,2.3049,4.43306,28.27316,17.33496,15.50577,16.29033,13.9025,18,31,38,22,14,16,5,12.6667,26.1333,28.2667,25.4,28.3333
571,572,4.6348,0.4731,3.393,2.61847,4.35626,33.8983,21.77278,21.90195,20.55586,15.60959,23,23,20,34,15,13,3,8.6667,16.0,19.3333,18.6667,17.5333
572,573,3.2115,0.6184,3.0129,2.96775,3.77418,25.50391,16.84385,14.35624,16.81405,10.96332,18,20,20,25,14,12,4,18.0,18.0,18.0,17.3333,16.4
573,574,5.8126,2.9296,4.1756,3.43059,5.26494,22.42944,13.74293,12.47732,11.51225,11.07352,20,24,21,12,8,6,3,13.2,18.0,18.0,18.0,18.2
574,575,4.0037,1.3318,3.4034,3.17568,5.78232,31.92844,18.09514,13.33976,13.97966,11.60713,19,22,22,30,14,9,3,9.4667,25.3333,26.6667,25.3333,25.3333
575,576,8.1889,0.1765,7.7593,2.18433,6.43666,37.178,21.61799,18.25267,15.17113,14.96888,28,31,18,18,19,9,4,12.6667,22.0,28.3333,21.8667,28.3333
576,577,4.0179,1.9624,3.9837,3.04341,4.02625,26.02959,16.59685,17.83431,16.78204,12.98488,18,19,21,25,17,7,2,12.2,16.8,17.0,11.2667,18.0
577,578,4.1815,0.04,6.3583,3.54911,6.25961,31.00754,22.47054,16.32691,15.00805,14.21735,24,37,27,22,13,11,4,18.8,18.4667,19.7333,17.8,18.7333
578,579,7.8129,-1.9742,2.9513,3.45329,6.32865,32.74774,18.05366,19.25902,17.39687,12.89545,24,34,22,21,27,14,5,18.0,18.0,18.0,18.0,18.0
579,580,6.4656,-0.9812,3.7402,2.63952,4.38523,17.76772,10.82447,11.24228,11.34702,8.62066,23,24,27,31,19,12,5,10.1333,26.5333,24.4667,25.6,26.8
580,581,4.4982,-0.3191,6.7464,4.11282,5.07148,20.94214,17.25503,11.61826,12.16729,5.87648,27,20,17,25,19,14,4,14.8,23.6,23.6667,21.4,23.0
581,582,6.5983,-1.6417,5.0802,3.12893,6.90949,21.04905,16.07101,12.63403,16.40483,7.83743,24,36,30,9,13,13,3,18.8667,25.0667,21.6,25.0,23.6667
582,583,10.0039,-1.0785,5.9003,4.03428,4.61514,25.67883,16.5351,11.08078,17.58101,9.52213,18,26,25,19,17,21,5,18.0,18.3333,17.9333,21.2667,21.7333
583,584,7.0522,0.2468,2.0124,2.09402,4.17466,30.87268,21.60785,14.08966,19.6447,6.26387,19,19,21,31,12,15,5,16.1333,17.0667,18.0,18.1333,22.3333
584,585,1.8208,-0.0207,3.3968,3.10466,4.83951,31.77294,21.03657,18.19626,19.66525,13.87027,22,14,35,23,18,8,3,14.8,14.6667,19.9333,17.0667,22.3333
585,586,10.8375,1.148,7.2453,5.94788,8.37154,26.47572,17.90684,8.58713,15.15063,5.65468,21,20,21,28,20,9,2,14.8,19.7333,23.6667,24.8,22.8
586,587,7.9756,-0.2742,7.1873,2.98742,3.22943,35.60776,25.84675,22.24887,22.63771,17.15305,26,26,12,17,9,12,4,22.4667,22.4667,19.1333,17.7333,21.4667
587,588,6.1083,3.4583,5.733,3.60008,6.27864,30.95026,22.06593,19.5524,18.26182,14.31605,27,28,29,25,12,3,4,14.8,22.6,23.6667,16.4,18.8
588,589,5.454,-0.5923,3.7213,3.81319,6.13755,25.45471,17.17056,17.43522,17.59131,12.73121,26,23,18,28,16,9,4,11.3333,26.8,25.0,27.3333,25.3333
589,590,9.9041,1.1324,6.2793,4.75136,5.82684,30.23028,19.9975,18.20516,17.17256,12.12061,23,32,28,21,18,8,4,7.0,25.0667,24.8667,24.0,28.0
590,591,5.3162,-0.3663,1.7064,2.49465,3.13891,30.1094,19.81141,14.66643,15.56033,11.92508,23,32,21,18,13,8,5,15.4667,20.9333,22.6,18.8,25.5333
591,592,4.6315,3.8943,5.6917,2.74603,6.26154,26.35372,18.43904,16.70823,16.4242,12.10593,21,19,20,27,20,13,2,17.3333,17.6,20.4,18.0,18.6667
592,593,10.2376,-0.606,5.7211,4.10759,7.18916,20.67208,18.47472,13.12354,14.13063,9.70053,23,29,25,17,19,14,2,14.8,19.4,20.1333,13.0,25.9333
593,594,3.1754,1.3641,3.3319,4.16365,5.05283,25.40064,16.89495,16.52988,16.46094,11.70966,16,11,11,14,20,19,3,18.0,18.0,18.0,18.0,18.0
594,595,7.7108,0.2095,3.7417,3.58023,4.74873,31.0799,20.25983,17.67293,19.74584,14.796,14,28,24,24,20,12,4,17.6,18.4667,21.6667,18.6667,20.0
595,596,6.3308,1.0737,3.5632,3.72723,5.03524,30.84564,21.21959,18.20454,20.76869,14.23948,21,25,26,19,14,21,4,11.8,23.6,23.7333,26.4,19.8667
596,597,3.7707,-0.8476,3.6963,2.18127,3.67822,28.00493,13.24013,14.94618,11.5915,11.20302,23,31,30,19,15,11,5,14.0,21.5333,23.0,22.3333,24.2667
597,598,7.8154,-0.193,5.9735,3.39282,4.81091,32.57113,22.09813,17.20698,18.48847,13.30794,22,26,20,30,18,5,3,17.2667,21.8,21.0,17.3333,20.6
598,599,8.2782,-1.6221,4.6671,3.63211,5.62041,31.25991,20.31555,18.67012,17.89377,12.04199,16,17,33,28,28,16,5,10.7333,19.7333,21.8,14.2,21.8667
599,600,8.3692,0.5448,5.3056,3.51611,5.39023,27.34045,17.40685,19.3418,18.63757,12.00859,14,26,29,21,20,16,4,16.0667,19.0667,20.7333,18.6,19.6
600,601,4.0254,0.6952,3.6593,3.05949,5.21024,29.6504,16.70929,15.78049,16.55004,11.74579,22,22,31,20,24,18,3,14.8,22.4,22.0667,23.0,25.4667
601,602,6.8455,-2.5792,3.6246,3.76095,5.41634,14.76952,12.22212,7.45189,9.3091,7.53962,22,39,24,15,10,8,4,12.6667,19.9333,22.6667,15.8,23.6667
602,603,5.1309,2.1861,4.5607,2.76476,5.94197,25.63035,21.69713,16.57914,16.94531,12.60616,24,25,23,21,17,11,4,7.3333,17.3333,16.3333,17.6667,16.1333
603,604,7.4959,1.0302,4.8233,3.71156,4.72423,32.92108,20.55234,18.02184,15.61174,13.1428,15,21,34,24,19,20,4,15.1333,21.4667,24.6667,25.3333,26.0
604,605,7.8437,1.9339,7.0578,2.91086,4.21061,41.33749,28.21419,20.31905,20.91255,18.46565,25,23,24,18,10,7,5,13.3333,21.1333,20.8,20.2667,20.2
605,606,7.5984,1.3291,3.365,5.10661,6.41454,22.92541,22.90548,12.50464,15.90758,10.65486,20,21,29,27,23,13,5,26.3333,21.8,23.1333,26.1333,24.4667
606,607,7.4439,-0.0824,3.9697,2.61941,4.03662,34.24478,25.13405,19.68348,18.79877,13.59544,17,19,25,25,18,14,5,18.0,19.0,26.0,17.2667,26.3333
607,608,4.9276,1.303,4.5979,3.29041,6.96806,29.25002,15.95249,14.09297,17.62606,10.98917,25,31,16,24,7,9,4,9.6667,17.9333,20.6,17.2667,24.6
608,609,10.9653,0.1753,5.5827,3.03271,4.82573,33.16831,23.15138,15.53586,20.02629,16.70779,20,20,26,33,21,9,5,15.6667,16.2667,16.2667,16.2667,16.4
609,610,9.3832,-0.7063,7.4774,2.5998,4.30777,27.16572,18.11704,17.61247,19.40367,13.91332,27,19,30,25,14,8,3,14.8,17.4667,19.0667,18.5333,20.6
610,611,8.8117,4.0267,6.284,7.38904,8.20173,27.18681,19.48276,15.99194,17.70022,13.45002,17,18,18,19,21,9,3,18.2,17.0667,18.7333,18.3333,17.1333
611,612,2.2636,1.5874,3.8813,2.3937,4.02993,31.65252,20.5873,18.17278,16.39253,15.0338,11,15,25,30,32,18,4,15.0,21.2,22.7333,20.0,22.9333
612,613,3.856,-0.0549,4.2573,3.3557,6.32871,27.3616,25.86033,17.61624,21.10371,11.36871,29,28,16,16,15,11,5,7.3333,20.2667,20.5333,19.7333,18.5333
613,614,8.4755,1.4331,5.2593,4.74616,9.09365,23.42731,18.37995,17.99143,17.84006,8.29095,33,21,16,24,12,14,3,12.0,17.4667,24.4,14.6,15.4667
614,615,6.4608,1.8444,5.5617,4.18318,5.93452,23.80402,15.87734,13.57084,14.66793,11.07685,22,18,33,26,13,9,4,18.0,18.0,19.2,18.2,18.2667
615,616,8.5994,-0.0611,8.2763,4.76548,6.01361,33.76781,19.45594,15.33741,20.40851,10.7261,34,25,18,21,9,6,4,14.0,25.3333,30.0,24.8,28.6667
616,617,5.6032,3.6061,2.8731,6.04753,5.81915,22.38505,14.15653,13.26405,12.74809,9.68732,25,24,23,17,17,9,3,14.8,21.2667,21.2,22.2667,21.2667
617,618,7.1399,1.3623,6.3063,2.92185,7.30448,32.19083,16.05063,20.54728,14.20581,9.97657,22,27,31,20,16,3,5,18.6,24.0667,21.7333,21.9333,24.2667
618,619,8.066,-1.7661,2.495,3.04893,4.17576,28.67483,19.70541,18.59541,18.30948,12.00389,24,21,24,23,20,15,4,13.0667,21.1333,23.6,23.5333,25.3333
619,620,6.7902,1.4437,4.8311,3.65425,5.23165,35.76079,23.56032,23.51456,21.69858,17.43432,16,22,32,22,20,9,4,18.3333,21.6667,21.4,21.0667,20.9333
620,621,9.311,-1.5178,6.9407,3.10019,4.12238,31.75795,14.44005,11.10866,16.69226,10.81257,27,29,20,22,20,13,5,18.0,15.0667,13.2,14.2,14.4
621,622,1.2816,1.3524,2.9455,3.2532,3.20279,25.02988,15.89685,15.86372,16.61629,10.95615,20,21,23,22,14,18,3,18.0,18.0,18.0,18.2,18.0
622,623,8.0936,-1.1607,5.3499,4.15797,5.06006,23.41295,15.50865,11.63289,12.19604,9.80373,26,25,27,24,17,18,4,14.8,25.6667,27.0,26.6667,25.3333
623,624,9.3738,-0.7665,2.2394,5.09946,7.37598,16.69548,12.62804,12.06011,12.10456,8.10235,18,27,22,17,19,15,5,6.3333,28.6667,29.0,16.2667,28.6667
624,625,9.2346,1.239,6.2793,3.01066,5.47064,34.92572,21.22846,18.30416,18.57344,16.1993,18,26,33,23,16,12,4,10.6667,18.8667,24.5333,18.5333,22.2667
625,626,7.1296,0.4257,4.4952,3.62517,4.67592,27.93458,18.42416,17.06483,18.22161,12.53834,16,21,31,26,26,11,4,14.8,18.3333,18.2,17.6667,19.6
626,627,9.1159,0.2267,3.6246,2.81927,5.05421,25.40064,16.89495,16.52988,16.46094,11.70966,28,35,16,20,3,7,4,18.0,18.0,18.0,18.0,18.0
627,628,3.5992,1.0768,6.8986,3.30875,7.89281,33.4061,18.91768,22.09075,18.31168,12.69223,39,39,18,13,16,14,3,10.6667,30.0,30.0,23.1333,24.5333
628,629,6.5745,-0.9512,4.5801,2.34154,7.10925,37.78774,22.41431,19.96225,21.09545,16.14876,15,20,25,33,17,18,3,16.6,19.0,18.4,18.0,17.2667
629,630,7.3866,-1.5416,3.3111,3.04989,5.09019,25.94063,26.49992,14.21424,19.88311,13.15864,21,21,18,8,18,16,5,14.8,18.6,19.8667,16.1333,22.8667
630,631,8.0058,-0.0999,3.9381,3.35071,4.42172,29.13921,16.49121,12.88162,17.98767,12.70273,21,28,33,26,14,4,3,7.3333,21.8,22.3333,20.9333,21.8
