,0,1,2,3,4
632,1.8,3.65,3.9,2.75,3.65
633,3.25,3.95,4.15,3.3,3.85
634,2.75,3.45,3.45,3.4,3.6
635,3.0,3.55,3.6,3.65,3.7
636,3.0,2.45,4.4,2.65,4.0
637,2.6,3.5,3.8,3.8,3.25
638,3.0,3.75,3.75,3.6,3.8
639,1.5,4.5,4.6,4.6,4.6
640,3.05,3.05,3.25,3.2,3.1
641,2.85,2.85,2.75,2.85,2.75
642,2.4,2.95,3.0,2.8,3.3
643,1.75,4.45,4.4,4.4,4.45
644,3.0,2.65,3.3,2.75,3.15
645,1.6,3.4,3.6,3.0,3.5
646,2.45,3.6,3.7,3.9,3.9
647,1.95,3.65,3.95,3.4,3.75
648,1.5,2.65,3.85,3.2,4.35
649,2.05,3.65,4.0,3.55,3.9
650,2.4,3.15,4.2,4.25,3.95
651,2.95,3.1,3.4,3.45,3.5
652,1.8,4.3,4.1,4.3,4.2
653,3.85,4.3,3.9,3.8,3.85
654,1.5,4.2,3.35,4.45,4.25
655,1.85,3.15,3.55,3.1,3.3
656,1.65,3.0,3.95,3.95,4.15
657,1.4,4.6,4.4,4.4,4.2
658,3.0,4.2,3.85,3.75,3.8
659,1.95,3.05,3.35,3.0,3.6
660,2.4,3.05,3.6,3.0,3.9
661,1.8,3.3,4.35,3.55,4.6
662,2.7,3.45,3.35,3.3,3.95
663,2.0,4.25,4.4,3.7,4.45
664,1.7,3.2,3.1,2.85,3.45
665,2.35,3.9,3.7,4.2,4.35
666,2.5,2.25,3.3,2.75,2.7
667,2.4,3.5,4.05,2.55,4.05
668,2.0,3.0,3.75,3.2,3.8
669,2.0,3.4,3.8,2.95,3.7
670,2.4,3.5,3.45,3.45,3.95
671,2.1,3.8,4.0,3.95,3.9
672,2.9,3.2,2.8,2.95,2.55
673,3.0,3.0,3.0,3.0,3.0
674,3.0,4.25,4.2,4.35,4.2
675,3.0,2.95,3.0,2.95,3.0
676,2.4,3.45,3.5,3.8,3.3
677,2.4,3.45,3.0,2.75,3.05
678,3.0,3.15,2.75,3.1,3.45
679,3.6,4.4,4.4,4.6,4.0
680,3.0,3.2,3.7,2.8,3.6
681,2.0,3.05,4.6,1.85,4.55
682,2.3,3.3,4.15,3.7,4.15
683,3.8,4.05,4.2,4.05,4.25
684,3.0,2.9,3.05,3.15,3.25
685,2.2,3.55,3.55,3.25,3.35
686,2.65,4.3,4.0,3.1,4.55
687,2.05,3.95,4.15,3.35,4.45
688,1.4,3.25,4.25,2.35,3.95
689,3.0,3.75,3.65,3.55,3.6
690,2.3,3.9,4.2,4.1,4.05
691,2.2,4.0,4.15,4.4,4.2
692,3.0,3.0,3.0,3.0,3.0
693,2.05,2.6,3.7,3.3,3.65
694,2.6,3.95,3.8,4.05,3.75
695,2.2,3.35,3.6,2.5,3.95
696,1.6,3.7,4.3,3.85,4.05
697,3.25,3.4,3.7,3.45,3.55
698,1.85,4.25,4.2,4.4,4.1
699,1.8,3.0,3.05,3.15,3.25
700,2.25,3.7,3.4,4.05,4.0
701,1.75,2.85,2.75,2.05,3.75
702,2.05,2.95,3.5,2.8,3.1
703,2.1,3.55,2.85,2.1,3.65
704,2.55,3.55,3.55,3.6,3.85
705,2.6,3.7,3.7,3.6,3.65
706,2.3,3.1,3.65,3.25,3.55
707,3.0,3.0,3.0,3.35,2.95
708,1.75,3.55,3.7,3.4,3.6
709,2.1,3.3,3.5,3.75,3.5
710,2.0,1.6,4.75,1.2,4.65
711,3.7,3.3,4.05,3.65,4.05
712,3.0,3.15,3.8,2.75,3.45
713,2.2,3.65,3.95,3.8,3.95
714,3.0,3.0,3.0,3.0,3.0
715,2.85,3.05,3.25,3.25,3.3
716,2.0,2.55,3.1,3.1,3.1
717,2.0,4.05,4.25,4.4,4.45
718,1.9,3.6,3.65,3.45,4.15
719,3.0,3.6,3.3,3.3,3.3
720,3.0,3.0,3.0,3.0,3.0
721,1.95,4.2,4.5,4.45,4.0
722,2.4,4.2,4.45,4.2,4.4
723,3.0,3.6,3.6,4.35,4.35
724,1.85,3.8,4.2,3.65,3.95
725,3.2,3.55,3.85,3.0,4.35
726,3.0,3.55,3.55,3.35,3.55
727,2.05,4.3,4.5,2.8,4.55
728,2.4,4.1,4.45,4.1,3.8
729,2.4,3.45,4.05,3.7,3.6
730,2.4,3.95,3.7,4.05,3.75
731,3.2,3.1,3.2,3.05,2.95
732,3.0,3.35,3.45,3.65,3.55
733,1.75,4.4,4.4,3.8,4.3
734,3.75,3.9,3.95,3.35,3.9
735,2.4,4.05,4.6,3.9,4.6
736,2.25,4.05,3.75,3.85,3.4
737,3.5,3.6,3.9,3.75,3.75
738,2.4,3.55,3.75,3.65,3.5
739,3.55,3.75,3.5,3.2,3.7
740,1.8,4.15,4.05,4.25,4.15
741,1.8,4.25,4.5,4.3,4.2
742,2.45,4.2,4.25,4.1,4.5
743,2.4,3.0,3.0,3.05,3.7
744,1.7,3.45,4.6,3.55,4.35
745,2.5,3.65,3.65,3.5,3.85
746,1.95,2.95,3.15,3.0,3.75
747,2.4,3.35,3.3,3.7,3.25
748,2.05,3.45,4.15,3.9,4.2
749,2.25,4.5,4.0,3.8,4.5
750,2.4,3.35,3.25,3.4,3.35
751,2.8,3.25,3.65,2.55,3.2
752,1.35,3.85,3.9,3.7,4.15
753,2.3,3.55,4.45,3.7,4.55
754,2.35,4.25,4.5,4.35,4.1
755,2.3,3.25,3.3,2.4,3.3
756,2.4,3.35,4.05,3.2,4.5
757,3.4,4.15,4.15,4.15,4.2
758,2.4,4.4,4.35,2.9,4.35
759,2.7,3.2,3.45,2.7,3.5
760,2.4,4.0,4.3,3.7,4.25
761,2.05,4.0,4.35,3.95,4.1
762,3.45,3.85,3.8,3.2,4.45
763,3.0,3.15,3.6,3.5,3.55
764,2.1,3.15,2.9,3.45,4.55
765,2.1,3.7,3.6,3.4,4.1
766,2.9,3.55,3.65,3.35,3.55
767,1.6,3.35,3.15,2.75,3.6
768,2.3,3.7,3.9,3.75,3.8
769,3.0,3.2,3.2,3.0,3.35
770,2.7,3.25,2.95,3.25,3.75
771,2.3,4.25,4.4,4.3,4.5
772,3.0,3.9,3.6,4.15,3.8
773,3.95,3.9,3.8,3.1,4.0
774,3.35,3.2,4.0,2.45,4.55
775,1.7,2.95,3.05,2.75,3.85
776,2.05,3.95,4.3,4.15,4.05
777,2.45,3.7,3.8,3.6,3.85
778,3.0,3.05,3.05,3.0,3.05
779,2.55,3.45,3.45,3.6,3.45
780,3.6,3.7,3.7,3.7,3.65
781,2.4,3.7,3.55,3.65,3.6
782,3.0,2.85,3.0,3.0,3.1
783,1.8,3.7,4.8,3.65,4.6
784,2.3,2.85,3.3,3.15,3.4
785,3.0,4.5,4.55,4.3,4.55
786,2.85,4.05,3.4,4.0,3.55
787,2.85,3.8,3.85,3.6,3.65
788,2.5,3.95,4.1,4.0,4.05
789,3.2,3.35,3.7,2.5,2.9
790,2.55,3.55,3.45,3.75,3.8
791,3.15,2.9,3.0,3.4,3.1
792,1.8,3.05,3.25,3.85,4.3
793,4.6,4.4,4.0,4.6,4.6
794,3.05,2.9,3.5,2.75,3.15
795,2.3,4.15,3.65,3.9,3.75
796,2.25,2.5,3.8,2.3,3.35
797,2.5,3.1,3.9,3.2,3.8
798,2.95,2.9,2.8,2.9,2.85
799,2.1,4.15,4.35,4.35,4.35
800,2.4,4.05,4.05,3.7,3.75
801,3.4,3.45,3.6,3.6,3.6
802,2.2,4.25,4.2,3.9,4.3
803,2.1,3.5,4.05,4.05,4.1
